序号,流水号,平台会员编号,手机号(选填),证件号码,会员姓名,卡号(选填),用户角色,授权类型列表(选填枚举类型地址符号隔开),证件类型(选填默认PRC_ID)
11805,2282972133560812567,U2262966424005772416,,330281198605120091,测试2091047,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11806,2282972133560812568,U2262966424005772417,,330281198605120091,测试2091165,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11807,2282972133560812569,U2262966424005772418,,330281198605120091,测试2092083,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11808,2282972133560812570,U2262966424005772419,,330281198605120091,测试2092117,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11809,2282972133560812571,U2262966424005772420,,330281198605120091,测试2092153,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11810,2282972133569201161,U2262966424005772421,,330281198605120091,测试2092371,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11811,2282972133569201162,U2262966424005772422,,330281198605120091,测试2092545,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11812,2282972133569201163,U2262966424005772423,,330281198605120091,测试2092557,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11813,2282972133569201164,U2262966424005772424,,330281198605120091,测试2092591,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11814,2282972133569201165,U2262966424005772425,,330281198605120091,测试2092815,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11815,2282972133569201166,U2262966424005772426,,330281198605120091,测试2093009,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11816,2282972133569201167,U2262966424005772427,,330281198605120091,测试2093291,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11817,2282972133569201168,U2262966424005772428,,330281198605120091,测试2093389,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11818,2282972133569201169,U2262966424005772429,,330281198605120091,测试2093469,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11819,2282972133569201170,U2262966424005772430,,330281198605120091,测试2093517,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11820,2282972133569201171,U2262966424005772431,,330281198605120091,测试2093641,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11821,2282972133569201172,U2262966424005772432,,330281198605120091,测试2093983,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11822,2282972133569201173,U2262966424005772433,,330281198605120091,测试2094035,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11823,2282972133569201174,U2262966424005772434,,330281198605120091,测试2094075,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11824,2282972133569201175,U2262966424005772435,,330281198605120091,测试2094345,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11825,2282972133569201176,U2262966424005772436,,330281198605120091,测试2095215,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11826,2282972133569201177,U2262966424005772437,,330281198605120091,测试2095243,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11827,2282972133569201178,U2262966424005772438,,330281198605120091,测试2095341,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11828,2282972133569201179,U2262966424005772439,,330281198605120091,测试2095365,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11829,2282972133569201180,U2262966424005772440,,330281198605120091,测试2095459,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11830,2282972133569201181,U2262966424005772441,,330281198605120091,测试2095857,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11831,2282972133569201182,U2262966424005772442,,330281198605120091,测试2095951,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11832,2282972133569201183,U2262966424005772443,,330281198605120091,测试2095975,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11833,2282972133569201184,U2262966424005772444,,330281198605120091,测试2096129,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11834,2282972133577589768,U2262966424005772445,,330281198605120091,测试2096841,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11835,2282972133577589769,U2262966424005772446,,330281198605120091,测试2097009,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11836,2282972133577589770,U2262966424014160897,,330281198605120091,测试2097521,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11837,2282972133577589771,U2262966424014160898,,330281198605120091,测试2098693,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11838,2282972133577589772,U2262966424014160899,,330281198605120091,测试2099045,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11839,2282972133577589773,U2262966424014160900,,330281198605120091,测试2099455,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11840,2282972133577589774,U2262966424014160901,,330281198605120091,测试2099885,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11841,2282972133577589775,U2262966424014160902,,330281198605120091,测试2099969,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11842,2282972133577589776,U2262966424014160903,,330281198605120091,测试2099997,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11843,2282972133577589777,U2262966424014160904,,330281198605120091,测试2100057,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1479,2282972127487460379,U2262966416707683419,,330281198605120091,测试664996,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1480,2282972127487460380,U2262966416707683420,,330281198605120091,测试665083,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1481,2282972127487460381,U2262966416707683421,,330281198605120091,测试665210,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1482,2282972127487460382,U2262966416707683422,,330281198605120091,测试665235,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1483,2282972127487460383,U2262966416707683423,,330281198605120091,测试6656,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1484,2282972127487460384,U2262966416707683424,,330281198605120091,测试665681,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1485,2282972127495848966,U2262966416707683425,,330281198605120091,测试665708,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1486,2282972127495848967,U2262966416707683426,,330281198605120091,测试665721,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1487,2282972127495848968,U2262966416707683427,,330281198605120091,测试665764,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1488,2282972127495848969,U2262966416707683428,,330281198605120091,测试665796,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1489,2282972127495848970,U2262966416707683429,,330281198605120091,测试665804,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1490,2282972127495848971,U2262966416707683430,,330281198605120091,测试665877,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1491,2282972127495848972,U2262966416707683431,,330281198605120091,测试666062,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1492,2282972127495848973,U2262966416707683432,,330281198605120091,测试666068,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1493,2282972127495848974,U2262966416707683433,,330281198605120091,测试666100,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1494,2282972127495848975,U2262966416707683434,,330281198605120091,测试666200,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1495,2282972127495848976,U2262966416707683435,,330281198605120091,测试666254,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1496,2282972127495848977,U2262966416707683436,,330281198605120091,测试666275,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1497,2282972127495848978,U2262966416707683437,,330281198605120091,测试6666,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1498,2282972127495848979,U2262966416707683438,,330281198605120091,测试667464,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1499,2282972127495848980,U2262966416707683439,,330281198605120091,测试667586,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1500,2282972127495848981,U2262966416707683440,,330281198605120091,测试667597,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1501,2282972127495848982,U2262966416707683441,,330281198605120091,测试667637,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1502,2282972127495848983,U2262966416707683442,,330281198605120091,测试667639,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1503,2282972127495848984,U2262966416707683443,,330281198605120091,测试667720,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1504,2282972127495848985,U2262966416707683444,,330281198605120091,测试667734,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1505,2282972127495848986,U2262966416707683445,,330281198605120091,测试667801,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1506,2282972127495848987,U2262966416707683446,,330281198605120091,测试667870,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1507,2282972127495848988,U2262966416707683447,,330281198605120091,测试667877,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1508,2282972127495848989,U2262966416707683448,,330281198605120091,测试667952,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1509,2282972127504237568,U2262966416707683449,,330281198605120091,测试667994,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1510,2282972127504237569,U2262966416707683450,,330281198605120091,测试668012,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1511,2282972127504237570,U2262966416707683451,,330281198605120091,测试668684,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1512,2282972127504237571,U2262966416707683452,,330281198605120091,测试668710,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1513,2282972127504237572,U2262966416707683453,,330281198605120091,测试668773,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1514,2282972127504237573,U2262966416707683454,,330281198605120091,测试668790,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1515,2282972127504237574,U2262966416707683455,,330281198605120091,测试668806,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1516,2282972127504237575,U2262966416707683456,,330281198605120091,测试668869,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1517,2282972127504237576,U2262966416707683457,,330281198605120091,测试668928,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1518,2282972127504237577,U2262966416707683458,,330281198605120091,测试668937,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12655,2282972133887968278,U2262966424056103964,,330281198605120091,测试2339021,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12656,2282972133887968279,U2262966424056103965,,330281198605120091,测试2339031,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12657,2282972133887968280,U2262966424056103966,,330281198605120091,测试2339135,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12658,2282972133887968281,U2262966424056103967,,330281198605120091,测试2339373,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12659,2282972133887968282,U2262966424056103968,,330281198605120091,测试2339595,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12660,2282972133887968283,U2262966424056103969,,330281198605120091,测试2339669,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12661,2282972133896356867,U2262966424056103970,,330281198605120091,测试2339937,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12662,2282972133896356868,U2262966424056103971,,330281198605120091,测试2340609,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12663,2282972133896356869,U2262966424056103972,,330281198605120091,测试2340623,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12898,2282972133980242957,U2262966424064492660,,330281198605120091,测试2417417,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12899,2282972133980242958,U2262966424064492661,,330281198605120091,测试2417737,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12900,2282972133980242959,U2262966424064492662,,330281198605120091,测试2417857,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12901,2282972133980242960,U2262966424064492663,,330281198605120091,测试2418619,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12902,2282972133980242961,U2262966424064492664,,330281198605120091,测试2419579,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12903,2282972133980242962,U2262966424064492665,,330281198605120091,测试2420181,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12904,2282972133980242963,U2262966424064492666,,330281198605120091,测试2420425,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12905,2282972133980242964,U2262966424064492667,,330281198605120091,测试2420677,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12907,2282972133980242966,U2262966424064492669,,330281198605120091,测试2421537,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12908,2282972133980242967,U2262966424064492670,,330281198605120091,测试2423025,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12909,2282972133988631554,U2262966424064492671,,330281198605120091,测试2423103,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12910,2282972133988631555,U2262966424064492672,,330281198605120091,测试2425245,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12911,2282972133988631556,U2262966424064492673,,330281198605120091,测试2425291,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11844,2282972133577589778,U2262966424014160905,,330281198605120091,测试2100271,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11845,2282972133577589779,U2262966424014160906,,330281198605120091,测试2100331,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11846,2282972133577589780,U2262966424014160907,,330281198605120091,测试2100597,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11847,2282972133577589781,U2262966424014160908,,330281198605120091,测试2100641,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11848,2282972133577589782,U2262966424014160909,,330281198605120091,测试2100735,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11849,2282972133577589783,U2262966424014160910,,330281198605120091,测试2100917,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11850,2282972133577589784,U2262966424014160911,,330281198605120091,测试2101273,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11851,2282972133577589785,U2262966424014160912,,330281198605120091,测试2101323,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11852,2282972133577589786,U2262966424014160913,,330281198605120091,测试2101751,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11853,2282972133577589787,U2262966424014160914,,330281198605120091,测试2101805,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11854,2282972133577589788,U2262966424014160915,,330281198605120091,测试2101833,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11855,2282972133577589789,U2262966424014160916,,330281198605120091,测试2101865,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11856,2282972133577589790,U2262966424014160917,,330281198605120091,测试2101893,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11857,2282972133577589791,U2262966424014160918,,330281198605120091,测试2102015,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11858,2282972133585978371,U2262966424014160919,,330281198605120091,测试2102147,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11859,2282972133585978372,U2262966424014160920,,330281198605120091,测试2102153,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11860,2282972133585978373,U2262966424014160921,,330281198605120091,测试2102161,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11861,2282972133585978374,U2262966424014160922,,330281198605120091,测试2102765,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11862,2282972133585978375,U2262966424014160923,,330281198605120091,测试2103011,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11863,2282972133585978376,U2262966424014160924,,330281198605120091,测试2103051,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11864,2282972133585978377,U2262966424014160925,,330281198605120091,测试2103055,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11865,2282972133585978378,U2262966424014160926,,330281198605120091,测试2103167,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11866,2282972133585978379,U2262966424014160927,,330281198605120091,测试2103701,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11867,2282972133585978380,U2262966424014160928,,330281198605120091,测试2103941,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11868,2282972133585978381,U2262966424014160929,,330281198605120091,测试2104393,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11869,2282972133585978382,U2262966424014160930,,330281198605120091,测试2104867,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11870,2282972133585978383,U2262966424014160931,,330281198605120091,测试2106045,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11871,2282972133585978384,U2262966424014160932,,330281198605120091,测试2106779,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11872,2282972133585978385,U2262966424014160933,,330281198605120091,测试2106875,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11873,2282972133585978386,U2262966424014160934,,330281198605120091,测试2106933,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11874,2282972133585978387,U2262966424014160935,,330281198605120091,测试2107269,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11875,2282972133585978388,U2262966424014160936,,330281198605120091,测试2107347,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11876,2282972133585978389,U2262966424014160937,,330281198605120091,测试2107459,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11877,2282972133585978390,U2262966424014160938,,330281198605120091,测试2107659,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11878,2282972133585978391,U2262966424014160939,,330281198605120091,测试2107661,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11879,2282972133594366983,U2262966424014160940,,330281198605120091,测试2107919,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11880,2282972133594366984,U2262966424014160941,,330281198605120091,测试2107975,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11881,2282972133594366985,U2262966424014160942,,330281198605120091,测试2108023,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
11882,2282972133594366986,U2262966424014160943,,330281198605120091,测试2108277,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1519,2282972127504237578,U2262966416707683459,,330281198605120091,测试668955,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1520,2282972127504237579,U2262966416707683460,,330281198605120091,测试669024,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1521,2282972127504237580,U2262966416707683461,,330281198605120091,测试66930,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1522,2282972127504237581,U2262966416707683462,,330281198605120091,测试669393,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1523,2282972127504237582,U2262966416707683463,,330281198605120091,测试669846,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1524,2282972127504237583,U2262966416707683464,,330281198605120091,测试669863,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1525,2282972127504237584,U2262966416707683465,,330281198605120091,测试669915,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1526,2282972127504237585,U2262966416707683466,,330281198605120091,测试669943,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1527,2282972127504237586,U2262966416707683467,,330281198605120091,测试669970,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1528,2282972127504237587,U2262966416707683468,,330281198605120091,测试670003,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1529,2282972127504237588,U2262966416707683469,,330281198605120091,测试670018,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1530,2282972127504237589,U2262966416707683470,,330281198605120091,测试670035,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1531,2282972127504237590,U2262966416707683471,,330281198605120091,测试670245,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1532,2282972127504237591,U2262966416707683472,,330281198605120091,测试670313,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1533,2282972127504237592,U2262966416707683473,,330281198605120091,测试670352,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1534,2282972127504237593,U2262966416707683474,,330281198605120091,测试670393,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1535,2282972127512626183,U2262966416707683475,,330281198605120091,测试670892,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1536,2282972127512626184,U2262966416707683476,,330281198605120091,测试671022,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1537,2282972127512626185,U2262966416707683477,,330281198605120091,测试671027,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1538,2282972127512626186,U2262966416707683478,,330281198605120091,测试671032,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1539,2282972127512626187,U2262966416707683479,,330281198605120091,测试671041,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1540,2282972127512626188,U2262966416707683480,,330281198605120091,测试671108,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1541,2282972127512626189,U2262966416707683481,,330281198605120091,测试671329,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1542,2282972127512626190,U2262966416707683482,,330281198605120091,测试671575,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1543,2282972127512626191,U2262966416707683483,,330281198605120091,测试671646,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1544,2282972127512626192,U2262966416707683484,,330281198605120091,测试672126,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1545,2282972127512626193,U2262966416707683485,,330281198605120091,测试672190,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1546,2282972127512626194,U2262966416707683486,,330281198605120091,测试672234,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1547,2282972127512626195,U2262966416707683487,,330281198605120091,测试672267,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1548,2282972127512626196,U2262966416707683488,,330281198605120091,测试672439,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1549,2282972127512626197,U2262966416707683489,,330281198605120091,测试672510,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1550,2282972127512626198,U2262966416707683490,,330281198605120091,测试672615,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1551,2282972127512626199,U2262966416707683491,,330281198605120091,测试672641,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1552,2282972127512626200,U2262966416707683492,,330281198605120091,测试672676,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1553,2282972127512626201,U2262966416707683493,,330281198605120091,测试673996,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1554,2282972127512626202,U2262966416707683494,,330281198605120091,测试674001,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1555,2282972127512626203,U2262966416707683495,,330281198605120091,测试674005,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1556,2282972127512626204,U2262966416707683496,,330281198605120091,测试674006,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1557,2282972127512626205,U2262966416707683497,,330281198605120091,测试674115,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
1558,2282972127521014786,U2262966416707683498,,330281198605120091,测试674263,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12664,2282972133896356870,U2262966424056103973,,330281198605120091,测试2340823,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12665,2282972133896356871,U2262966424056103974,,330281198605120091,测试2340859,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12666,2282972133896356872,U2262966424056103975,,330281198605120091,测试2341519,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12667,2282972133896356873,U2262966424056103976,,330281198605120091,测试2342063,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12668,2282972133896356874,U2262966424056103977,,330281198605120091,测试2342695,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12669,2282972133896356875,U2262966424056103978,,330281198605120091,测试2343427,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12670,2282972133896356876,U2262966424056103979,,330281198605120091,测试2343473,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12671,2282972133896356877,U2262966424056103980,,330281198605120091,测试2343477,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12672,2282972133896356878,U2262966424056103981,,330281198605120091,测试2343815,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12673,2282972133896356879,U2262966424056103982,,330281198605120091,测试2344087,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12674,2282972133896356880,U2262966424056103983,,330281198605120091,测试2344177,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12675,2282972133896356881,U2262966424056103984,,330281198605120091,测试2344185,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12676,2282972133896356882,U2262966424056103985,,330281198605120091,测试2344275,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12677,2282972133896356883,U2262966424056103986,,330281198605120091,测试2345331,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12678,2282972133896356884,U2262966424056103987,,330281198605120091,测试2345647,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12679,2282972133896356885,U2262966424056103988,,330281198605120091,测试2345815,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12680,2282972133896356886,U2262966424056103989,,330281198605120091,测试2345883,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12682,2282972133896356888,U2262966424056103991,,330281198605120091,测试2346357,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12683,2282972133896356889,U2262966424056103992,,330281198605120091,测试2346667,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12684,2282972133896356890,U2262966424056103993,,330281198605120091,测试2347583,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12685,2282972133904745473,U2262966424056103994,,330281198605120091,测试2347847,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12686,2282972133904745474,U2262966424056103995,,330281198605120091,测试2348229,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12687,2282972133904745475,U2262966424056103996,,330281198605120091,测试2348527,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12689,2282972133904745477,U2262966424056103998,,330281198605120091,测试2348757,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12690,2282972133904745478,U2262966424056103999,,330281198605120091,测试2348997,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12906,2282972133980242965,U2262966424064492668,,330281198605120091,测试2421037,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12912,2282972133988631557,U2262966424064492674,,330281198605120091,测试2425453,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
12913,2282972133988631558,U2262966424064492675,,330281198605120091,测试2425499,6222021208017891373,GUARANTEECORP,REPAYMENT,PRC_ID
